id,sender_id,receiver_id,amount,start_time
1911,5223,1821,100518,1911423
1912,5673,2359,98790,1912268
1913,2085,5463,101174,1915042
1914,5695,4082,100146,1915218
1915,3664,5770,100058,1916770
1916,85,144,100235,1917367
1917,4134,4161,100846,1917606
1918,5978,5208,98427,1918368
1919,5300,2436,99997,1920232
1920,3623,354,99250,1921016
1921,623,4173,100139,1921110
1922,5947,4012,99012,1921573
1923,5116,4637,99569,1921586
1924,2309,5379,99815,1922151
1925,1439,4695,99982,1922560
1926,4768,3086,101355,1922978
1927,2029,4864,98996,1923185
1928,1347,4508,98402,1923487
1929,862,54,100513,1923687
1930,3069,3080,101184,1927097
1931,478,3430,100734,1928159
1932,837,5240,98461,1930183
1933,2703,3502,100191,1931261
1934,2234,2334,98318,1931762
1935,3490,5207,99041,1931894
1936,5806,3601,100062,1932178
1937,3086,2090,100650,1933994
1938,5805,1939,100970,1934381
1939,964,3159,100529,1934691
1940,1642,717,99133,1934744
1941,639,296,99588,1934893
1942,2122,4488,99714,1935568
1943,5696,1926,99108,1935574
1944,1858,4587,100013,1936103
1945,4680,2670,102599,1937127
1946,5905,4722,99467,1938270
1947,16,4300,100327,1938749
1948,532,2979,99986,1939655
1949,5924,4441,99107,1940158
1950,5054,4127,99724,1940774
1951,1859,1306,100305,1940900
1952,436,413,99922,1941327
1953,1321,3725,100298,1943428
1954,754,537,101019,1943700
1955,1628,1282,99500,1944981
1956,4228,44,100048,1945437
1957,836,2347,101329,1946024
1958,1451,1821,100165,1946405
1959,2154,1602,100044,1946971
1960,4671,549,100423,1948834
1961,75,2160,101370,1949035
1962,1878,1395,100171,1950244
1963,5963,59,99544,1950499
1964,1978,1057,100767,1951952
1965,2667,1826,100273,1953934
1966,1765,4901,100324,1955232
1967,5463,4161,100300,1956073
1968,3661,3192,99914,1956243
1969,2383,4515,101804,1957085
1970,1649,12,98299,1957491
1971,3112,3479,100575,1957682
1972,3419,3284,101411,1958413
1973,2670,307,99530,1958764
1974,1863,5583,99807,1959465
1975,3918,1938,98410,1960272
1976,800,1789,99918,1962294
1977,982,4249,99358,1963264
1978,4659,1812,100624,1963384
1979,2634,3867,102732,1964831
1980,3882,1594,101372,1965583
1981,1512,206,100466,1965672
1982,489,5202,99964,1966018
1983,1781,3275,99373,1966583
1984,4154,6000,99373,1966761
1985,619,626,98906,1967431
1986,5268,3148,102052,1968060
1987,1604,640,100251,1968632
1988,5213,775,100535,1969615
1989,3862,452,99294,1970586
1990,296,1320,99629,1970731
1991,5401,1561,99692,1971219
1992,5663,4931,100369,1973020
1993,2726,4266,98990,1973869
1994,4419,5599,100692,1974888
1995,1024,2047,98302,1976444
1996,1676,3620,100201,1976468
1997,5995,4184,100184,1976720
1998,5023,2449,99963,1980433
1999,130,392,101099,1982547
2000,3887,3088,100113,1983597
2001,1532,5900,100222,1984990
2002,2637,3533,99241,1986740
2003,385,4213,98984,1988483
2004,330,5155,98800,1989116
2005,4710,5576,100153,1989437
2006,1871,2390,100762,1989505
2007,2031,5841,99764,1993470
2008,2870,3974,101093,1994617
2009,4501,3977,101070,1994983
2010,1610,342,98895,1995116
2011,4005,3936,100026,1995266
2012,5223,4298,100338,1995880
2013,2966,462,100380,1997214
2014,4932,3009,100436,1997760
2015,824,5038,98747,1998350
2016,3306,4033,99431,1998457
2017,1527,5472,101122,1998482
2018,4564,4328,100019,2000338
2019,3638,2630,98553,2001086
2020,3282,3498,100271,2002499
2021,4523,3498,99181,2004536
2022,1130,1137,99616,2004594
2023,5692,3530,101116,2004727
2024,105,3155,98638,2006439
2025,5995,1962,97918,2006773
2026,3581,5974,99946,2008101
2027,1563,3757,100279,2009358
2028,4454,4125,100707,2009588
2029,4140,2117,99337,2010771
2030,779,1836,101130,2012727
2031,3722,5782,100204,2013446
2032,1105,2061,99690,2015121
2033,3617,3476,101022,2016621
2034,4693,425,101004,2018419
2035,4860,337,101164,2019106
2036,5110,5707,99000,2020128
2037,115,1886,100548,2020161
2038,200,5729,98625,2020343
2039,4738,4277,99383,2020588
2040,1413,3731,99364,2023051
2041,2904,1271,100111,2026784
2042,3006,1335,100435,2027822
2043,1521,1398,101786,2028253
2044,3565,5001,99957,2028623
2045,5475,2690,99843,2028803
2046,5910,13,100548,2029240
2047,333,3390,99484,2029852
2048,5497,1555,100578,2032113
2049,1181,621,100152,2032343
2050,5447,3685,99508,2035795
2051,3277,2720,100352,2036006
2052,4064,3128,99705,2036214
2053,426,1824,99105,2037068
2054,628,3091,100462,2038655
2055,643,849,98961,2039257
2056,3864,4406,100456,2039359
2057,3273,1002,100666,2039539
2058,2126,748,98770,2040309
2059,1377,4066,100686,2040365
2060,3776,106,99508,2040404
2061,1034,2736,100945,2041118
2062,3420,844,99726,2045900
2063,2052,982,100568,2045906
2064,4049,2804,99219,2046185
2065,5327,4796,99453,2046438
2066,4688,5147,99058,2047433
2067,2938,2583,99681,2047514
2068,1864,3444,99658,2050265
2069,2698,5650,100795,2051243
2070,1518,2847,99080,2053675
2071,22,3802,100507,2054105
2072,1544,1896,100897,2054133
2073,4087,2254,100923,2054745
2074,877,573,101012,2055651
2075,1044,645,100835,2058088
2076,1619,1065,99425,2059175
2077,4077,5798,100213,2059262
2078,3020,4624,100534,2059407
2079,5936,5870,100272,2059470
2080,983,4410,100205,2059575
2081,1280,1631,100609,2059802
2082,2272,1565,98934,2063785
2083,2516,3781,97377,2065019
2084,1000,5442,100165,2065147
2085,4369,3488,99979,2065512
2086,5062,2901,99291,2066745
2087,3670,4395,98635,2068142
2088,3827,3003,101087,2068907
2089,1801,5983,99971,2069914
2090,4901,5158,98094,2071505
2091,2344,3576,99642,2072760
2092,3629,1494,100738,2073300
2093,927,866,99234,2073329
2094,100,3866,99617,2073598
2095,2700,1270,101264,2073787
2096,1922,3735,101037,2073964
2097,5760,5764,100392,2075227
2098,5187,3990,98273,2076664
2099,114,864,101176,2077235
2100,2735,3154,98577,2077242
2101,4507,2538,100857,2077399
2102,2658,5273,99082,2077664
2103,5899,4883,101334,2077859
2104,1265,2112,99652,2078847
2105,416,4984,98222,2079757
2106,1551,4438,100486,2080351
2107,317,2930,99042,2080408
2108,3764,5475,101378,2085844
2109,3047,2883,99317,2085984
2110,3398,1747,100681,2086866
2111,4320,2957,98796,2086951
2112,2786,1307,99184,2089414
2113,4995,2014,100620,2090081
2114,3201,5614,101419,2090863
2115,5397,777,97819,2091024
2116,595,5585,99260,2091616
2117,1090,4672,98994,2091668
2118,988,2812,101082,2094279
2119,5607,4266,99868,2094412
2120,3106,2294,98821,2094748
2121,3790,3518,99406,2095309
2122,5800,1840,100303,2095590
2123,1738,4309,101530,2099196
2124,4044,29,98646,2101425
2125,603,472,97921,2101449
2126,1491,2443,100698,2102768
2127,5981,4112,99407,2104636
2128,1435,3815,98660,2104902
2129,5555,118,100879,2105011
2130,5799,4218,98714,2105424
2131,1614,42,100243,2105948
2132,880,5887,100438,2107509
2133,4456,3701,100294,2108511
2134,1855,5399,101385,2109979
2135,804,4870,99758,2111838
2136,5688,836,100543,2113315
2137,222,2906,100642,2114483
2138,525,2050,100440,2116049
2139,1303,1206,101379,2119497
2140,5105,888,100272,2122538
2141,1098,299,98857,2123011
2142,3228,5795,98369,2124047
2143,2400,101,99401,2124745
2144,859,1548,99721,2127437
2145,297,3999,101197,2127855
2146,79,5725,100911,2128470
2147,4286,2996,101236,2128604
2148,3022,4597,99275,2129268
2149,1942,897,100499,2130037
2150,1035,5164,99697,2130986
2151,3650,944,100283,2132423
2152,437,3513,98603,2132714
2153,188,4826,100117,2133687
2154,5879,5612,98540,2134293
2155,4414,4525,102756,2135399
2156,3280,4894,99772,2135940
2157,1783,5124,99219,2136022
2158,5253,2687,100240,2136997
2159,5770,2138,100107,2138190
2160,1403,580,98644,2138458
2161,1922,4286,100490,2140078
2162,761,2312,99766,2140978
2163,267,763,99415,2141578
2164,966,702,99571,2143000
2165,5124,635,100202,2143082
2166,4892,1151,99957,2143802
2167,2171,5707,100543,2144555
2168,2367,3509,100386,2145234
2169,2047,2834,99955,2145647
2170,5085,332,100202,2146163
2171,3530,2001,99986,2147457
2172,3440,5512,100293,2149036
2173,3631,2921,97941,2149851
2174,641,5875,100764,2152832
2175,638,1832,99417,2153018
2176,2766,2686,98997,2153053
2177,4141,1940,100121,2153396
2178,3313,492,98633,2153988
2179,4038,5798,98917,2154313
2180,1550,1107,99984,2154925
2181,1657,4561,99152,2155004
2182,4260,3988,99647,2156499
2183,1718,2034,100482,2159405
2184,1231,5507,100533,2159458
2185,2778,5120,99502,2160607
2186,5251,1102,101071,2161889
2187,2575,1917,99342,2162200
2188,1072,3118,98410,2162285
2189,742,1177,100358,2163612
2190,2259,1931,98937,2163926
2191,5493,4218,102138,2164530
2192,5940,228,100906,2165644
2193,3171,312,99751,2165760
2194,23,2302,100355,2167305
2195,3620,3061,99065,2167427
2196,908,3532,100954,2167898
2197,1205,4542,100107,2168114
2198,465,1882,100038,2168221
2199,3833,2465,100395,2168339
2200,3828,5101,100152,2168967
2201,2830,2172,100568,2169092
2202,4703,4543,99526,2169760
2203,2424,3754,100301,2170876
2204,3244,1041,100008,2171083
2205,4083,195,100650,2172451
2206,4344,5979,100391,2174259
2207,2963,929,99779,2174274
2208,1495,4383,100850,2174567
2209,370,2936,97802,2174796
2210,5925,3402,100162,2174949
2211,1817,317,102199,2175276
2212,327,2218,99702,2175993
2213,5318,3165,100027,2178133
2214,1025,3433,99409,2178516
2215,4342,3564,98524,2179207
2216,698,661,99914,2179229
2217,1447,4821,98614,2179323
2218,814,1542,99389,2180352
2219,1195,4701,98986,2180504
2220,1462,5529,100176,2181718
2221,7,2417,102161,2182022
2222,543,4608,99885,2182433
2223,1895,2415,99961,2184628
2224,740,4159,98557,2185059
2225,5595,4641,100075,2185370
2226,921,3124,100973,2185837
2227,91,909,100650,2186285
2228,4247,2440,100515,2186741
2229,2277,635,100134,2186935
2230,728,5741,99377,2187429
2231,3022,3474,100883,2187432
2232,3327,3009,99591,2187907
2233,5838,5063,100427,2188344
2234,3908,2519,99704,2190588
2235,3998,5524,99836,2190837
2236,3268,4379,100002,2192251
2237,2493,3643,99644,2192458
2238,4789,63,99519,2192548
2239,3344,2785,99040,2192945
2240,108,694,98362,2193743
2241,223,3721,100240,2194861
2242,5022,5950,100348,2194989
2243,2840,5114,98778,2195200
2244,5854,2775,99344,2199185
2245,5186,584,98716,2201482
2246,3833,5650,101334,2204118
2247,3990,394,102039,2205923
2248,3548,5775,101190,2206218
2249,3735,2189,101095,2208111
2250,1170,3250,100459,2208938
2251,3056,4577,100142,2209422
2252,1246,2669,98897,2211444
2253,615,2595,100513,2211532
2254,2716,1819,100428,2212025
2255,5792,5715,99037,2216934
2256,5213,4194,99640,2217365
2257,4036,500,101054,2217829
2258,1870,106,100701,2218413
2259,130,2914,101261,2218591
2260,2296,3397,100202,2219062
2261,81,2206,100420,2219981
2262,4857,5096,100826,2220723
2263,2906,4028,99065,2221103
2264,1666,2055,100468,2221963
2265,1889,3890,100976,2223193
2266,3060,2162,99202,2223638
2267,2560,489,98650,2224742
2268,5710,1894,101693,2225370
2269,5234,316,100759,2225680
2270,3055,2531,99659,2227045
2271,754,1010,98719,2228482
2272,2767,5407,100959,2228766
2273,631,3875,101166,2229775
2274,4952,4839,101224,2229850
2275,5214,1643,100311,2231046
2276,3581,1611,99719,2231084
2277,893,3418,100482,2231677
2278,3246,5735,100821,2234577
2279,1869,4045,99883,2236941
2280,1442,3252,102241,2237548
2281,1543,3496,99452,2238548
2282,986,3024,99284,2240321
2283,5501,3988,98436,2240535
2284,5618,3641,100259,2240769
2285,3157,236,100972,2241639
2286,4970,5692,98819,2242394
2287,4145,167,98729,2244620
2288,2760,4401,100151,2245434
2289,5956,4460,99088,2247224
2290,3393,2563,100247,2247757
2291,4367,4505,101428,2247908
2292,5949,2660,100469,2248597
2293,5099,1979,98048,2251107
2294,5146,2644,100502,2253247
2295,4782,1222,101010,2256471
2296,358,3965,100058,2256870
2297,141,1889,100366,2257225
2298,5649,4493,98846,2259166
2299,1138,2378,99748,2259538
2300,2551,5320,101329,2262008
2301,4415,4576,100024,2262321
2302,5936,5329,98879,2262381
2303,2020,1575,98530,2262489
2304,942,4385,99861,2263945
2305,4711,1611,102601,2264144
2306,4333,4412,99974,2264868
2307,453,4652,101072,2265964
2308,3319,2274,101844,2266277
2309,4286,126,100852,2267346
2310,195,1190,98932,2268120
2311,6002,5818,99697,2268683
2312,381,1730,102164,2270522
2313,297,5987,99850,2270555
2314,1923,2998,100202,2270767
2315,375,3696,99329,2271028
2316,246,4115,100894,2272186
2317,5304,5698,101373,2273397
2318,332,5116,97869,2273470
2319,1569,5609,100882,2273718
2320,4948,2697,101149,2277189
2321,3285,4288,100609,2278590
2322,3105,3735,100106,2279341
2323,4502,761,100634,2280334
2324,2897,2160,98679,2280344
2325,5828,1170,99977,2280656
2326,5708,2957,101100,2281208
2327,983,4292,100710,2281276
2328,1795,4240,98543,2281521
2329,2334,5801,98932,2283740
2330,2233,2470,100132,2285256
2331,5783,1208,99268,2289353
2332,2849,5051,100244,2291001
2333,1722,4633,100830,2291328
2334,5132,2095,100522,2291381
2335,1241,4701,100018,2293309
2336,1398,3787,100470,2294607
2337,1257,5890,98794,2295943
2338,1355,3767,99855,2297515
2339,5764,1122,99521,2299898
2340,5997,4383,98597,2301740
2341,5155,3331,100314,2301862
2342,5562,1958,100566,2302968
2343,3001,5334,99935,2304221
2344,3645,3744,100261,2307642
2345,2020,1613,99056,2311517
2346,517,4182,101902,2312215
2347,1445,867,99615,2313602
2348,2006,1905,97959,2314483
2349,1769,51,100857,2314509
2350,4282,1712,100834,2314563
2351,9,4534,99681,2315463
2352,1943,3650,99624,2316323
2353,4062,929,99480,2318030
2354,4186,700,101953,2318518
2355,2048,2524,100399,2319315
2356,35,2716,100309,2319396
2357,5854,4245,99918,2319867
2358,2225,5559,100124,2322001
2359,3976,5657,100217,2324070
2360,520,3013,99301,2324598
2361,2040,2827,99117,2324885
2362,4747,2139,98705,2325244
2363,4174,2306,101028,2325903
2364,4498,2344,100448,2326027
2365,174,1513,100055,2328348
2366,3493,2680,102422,2329255
2367,5672,2198,100605,2329989
2368,3142,2851,99665,2330127
2369,4916,3224,99304,2330344
2370,5222,521,100557,2330628
2371,342,218,99309,2331383
2372,4375,3980,100392,2331847
2373,2538,3013,100646,2332211
2374,680,3150,101728,2332874
2375,4681,3248,100658,2336474
2376,1031,1716,98950,2337285
2377,4464,4201,97972,2338987
2378,831,3299,100534,2339730
2379,5692,3840,99797,2340339
2380,5446,3661,98474,2340428
2381,2444,2701,101129,2340685
2382,4769,3615,101926,2342936
2383,543,1607,97377,2343241
2384,5396,4350,100680,2345199
2385,2588,533,100357,2345775
2386,1925,2454,99721,2346048
2387,3516,2510,98339,2346210
2388,1925,393,100409,2346561
2389,3361,3437,99169,2348213
2390,2082,2330,100785,2350452
2391,1836,4545,99785,2353149
2392,4471,2369,100396,2353288
2393,1676,2075,101118,2355354
2394,1479,250,100203,2357311
2395,3648,3806,98332,2359386
2396,3335,260,98300,2360451
2397,5259,1400,100570,2360468
2398,1858,3105,100291,2360484
2399,2407,2238,99019,2361628
2400,3264,1247,100605,2361873
2401,2494,4066,100882,2362206
2402,3374,2896,100881,2363290
2403,2155,2135,101223,2363772
2404,1769,1828,99604,2365140
2405,23,2276,99262,2365661
2406,2758,5112,100506,2368319
2407,1604,3273,100758,2368576
2408,5425,2037,99995,2368840
2409,2634,4257,100589,2368979
2410,5147,75,98869,2369072
2411,4236,2629,99211,2369704
2412,1748,3551,100384,2369782
2413,5338,4970,99538,2369817
2414,3579,3453,100104,2373075
2415,5151,4848,97422,2373079
2416,1342,66,99866,2373501
2417,930,966,100732,2374734
2418,5668,1068,99658,2377521
2419,857,1027,99578,2379081
2420,3424,3839,101712,2384295
2421,5298,4079,99238,2385671
2422,5962,6004,101571,2386009
2423,685,3350,98075,2386894
2424,519,1046,98718,2388707
2425,1066,3437,98191,2388772
2426,1684,3592,100335,2388951
2427,387,1712,100895,2389771
2428,5856,3123,100564,2391902
2429,1587,1971,99383,2392618
2430,5225,4844,99525,2392798
2431,3624,2581,99383,2392968
2432,4425,90,98106,2397503
2433,3532,328,99628,2398058
2434,2894,3317,102544,2398437
2435,1648,4379,100973,2399943
2436,5637,5652,100358,2401843
2437,3389,3306,101206,2402247
2438,1822,750,99118,2402628
2439,4134,2807,99116,2402921
2440,5775,5995,99033,2403024
2441,889,3164,99061,2404012
2442,1317,2193,102136,2404579
2443,4735,4802,100574,2407746
2444,2560,4950,100737,2408126
2445,1079,4648,101085,2409773
2446,2865,3055,100210,2412468
2447,5620,5162,101591,2414125
2448,2896,4805,100760,2417823
2449,4625,5800,99199,2418089
2450,4871,359,100082,2418329
2451,747,4060,99903,2418671
2452,5594,5122,99789,2419387
2453,1941,5516,98978,2419881
2454,2202,637,101535,2420054
2455,1734,5813,100798,2420948
2456,1002,4319,100347,2421037
2457,3089,5462,98953,2422853
2458,2500,1861,100437,2423766
2459,2409,430,99595,2424331
2460,5594,2318,100272,2425851
2461,3618,116,99684,2426560
2462,3771,4417,100234,2427564
2463,2223,431,100208,2429626
2464,5752,4892,99955,2430386
2465,1204,1822,99236,2430764
2466,1078,1840,98864,2433933
2467,1585,3021,99196,2435252
2468,3723,2019,98726,2437189
2469,1711,2610,98610,2437388
2470,1147,2916,100758,2437696
2471,178,4608,99778,2438463
2472,2795,5131,99782,2438906
2473,5056,897,101808,2439982
2474,2766,3067,99946,2442641
2475,5014,2303,99947,2443301
2476,5382,670,99800,2443304
2477,4814,1922,97495,2443960
2478,1379,4087,100394,2443998
2479,3777,3864,99212,2445447
2480,314,2139,99235,2447066
2481,4811,5114,99677,2449402
2482,2498,418,100615,2449747
2483,2279,1037,99353,2450862
2484,5470,3190,99183,2451392
2485,4877,5612,99516,2453292
2486,3398,5272,100924,2453332
2487,3941,2420,101543,2453662
2488,4192,4336,100944,2454048
2489,3928,561,97267,2454221
2490,773,321,99922,2454865
2491,296,1905,101495,2455347
2492,2990,4547,98883,2457018
2493,3561,5208,101991,2457022
2494,282,434,98271,2458462
2495,5298,819,99584,2459702
2496,5300,5846,99184,2460344
2497,5455,2683,101324,2462529
2498,2161,3851,97672,2463660
2499,1758,4219,100456,2464371
2500,3191,1916,100399,2467443
2501,5604,3856,99606,2467990
2502,759,4151,100991,2469070
2503,2488,2827,99832,2469148
2504,3613,3465,100173,2469681
2505,5104,3282,99461,2469864
2506,4496,2276,99530,2471339
2507,795,233,98963,2472049
2508,3222,4331,99812,2473850
2509,1956,5060,98097,2475948
2510,2579,241,101393,2476119
2511,2216,186,99378,2476547
2512,1441,4167,98189,2477646
2513,2736,5474,99021,2479365
2514,3732,1419,100100,2479571
2515,2354,4992,101293,2480742
2516,2105,2325,98493,2481504
2517,5020,1,99755,2482630
2518,1250,1493,99533,2482958
2519,3643,1150,100038,2482979
2520,5199,218,100352,2483060
2521,440,2140,100284,2483318
2522,3307,4444,99433,2486526
2523,5157,4760,100820,2487039
2524,2963,458,100027,2487522
2525,17,914,99390,2487822
2526,3518,3820,98808,2488412
2527,5185,5021,99794,2494159
2528,2694,923,101116,2495248
2529,1597,4708,98287,2495952
2530,3880,108,101532,2497259
2531,4714,122,99399,2497404
2532,2925,2688,98099,2500061
2533,2809,2905,99925,2500683
2534,719,5332,99794,2500966
2535,3338,5403,100802,2501582
2536,5665,91,98181,2502712
2537,2622,4675,99074,2503309
2538,3609,2028,99903,2503997
2539,1455,929,97751,2504010
2540,2597,116,100292,2504087
2541,1330,3025,99487,2504147
2542,3447,5532,100892,2504960
2543,3429,4434,100849,2505482
2544,2599,2763,98106,2506526
2545,197,110,101752,2507268
2546,3715,1699,99949,2507357
2547,5973,546,100813,2508767
2548,4139,2716,98624,2509664
2549,1922,5018,98787,2509986
2550,5343,5812,98785,2510289
2551,1878,402,99520,2511379
2552,1469,3171,101607,2512653
2553,1273,5515,99792,2513819
2554,1148,951,101481,2516205
2555,1868,4831,99517,2516215
2556,4159,4210,99036,2518595
2557,4641,735,103172,2520128
2558,5282,3507,99224,2520785
2559,4598,423,99834,2521436
2560,1948,1035,100473,2522053
2561,3328,4031,98756,2523496
2562,2921,30,100341,2525512
2563,1185,3761,99407,2527000
2564,5680,3941,99915,2528490
2565,3433,1590,101440,2529473
2566,4527,5352,100030,2530058
2567,463,3710,101038,2531124
2568,624,1436,100582,2532854
2569,3054,3113,99590,2534166
2570,1888,1728,101573,2535474
2571,421,2468,100338,2536166
2572,4200,2633,100800,2536219
2573,3748,5163,99876,2537630
2574,1576,1657,100338,2538289
2575,4912,5326,98799,2539937
2576,4502,2140,100557,2544726
2577,3919,4627,98553,2545233
2578,3011,1950,98964,2546747
2579,1890,4631,98443,2547397
2580,5538,2831,98792,2547874
2581,870,3014,100624,2550333
2582,3362,678,101625,2551036
2583,4549,1059,100507,2553212
2584,3253,1579,99656,2554665
2585,2795,5600,99230,2555675
2586,813,5255,99152,2555794
2587,5495,5609,99114,2556468
2588,1518,2634,101448,2556951
2589,2524,4772,99933,2559279
2590,1025,5238,99724,2559990
2591,5130,885,100521,2560099
2592,3397,645,99446,2562874
2593,68,5479,100654,2566500
2594,1469,2634,100120,2566859
2595,5813,5375,99024,2567701
2596,5690,2061,101597,2567710
2597,439,2657,100362,2569895
2598,2033,2209,98847,2570844
2599,4179,5218,100471,2572245
2600,2606,5814,100532,2574605
2601,134,719,100761,2575793
2602,1708,4957,99756,2577779
2603,3215,978,100421,2578168
2604,5125,2643,100257,2580510
2605,3774,1925,101073,2580803
2606,303,5898,100370,2581390
2607,4718,1539,98980,2583088
2608,4023,2455,100617,2583170
2609,478,1150,99869,2583764
2610,2912,2676,100776,2584150
2611,757,5789,100327,2584309
2612,140,178,99256,2586388
2613,3963,1810,99127,2587830
2614,4554,5961,101631,2588674
2615,303,321,100288,2589423
2616,1248,4953,101162,2590210
2617,5571,1702,101194,2590627
2618,4338,5776,100090,2590739
2619,385,2959,98979,2591624
2620,5875,5380,100440,2592292
2621,2096,2186,100094,2593909
2622,774,3786,98275,2594230
2623,2243,5331,99731,2594304
2624,5487,1541,100522,2594657
2625,2882,4740,99592,2594821
2626,5807,2653,101553,2595182
2627,1585,2177,101627,2595309
2628,2659,1926,99200,2596068
2629,3649,2897,101611,2596300
2630,408,4885,100616,2596541
2631,3973,4433,99310,2596643
2632,3444,3460,100273,2598620
2633,1131,5658,100028,2598704
2634,2115,5962,100731,2598755
2635,5537,1612,100556,2601988
2636,3204,856,100014,2602492
2637,4983,4167,99844,2603045
2638,3078,769,99406,2603651
2639,3721,2827,101192,2605153
2640,5649,3343,101162,2605196
2641,81,2980,100161,2609390
2642,1011,456,100766,2613584
2643,1057,5680,99117,2614808
2644,5257,1406,98959,2615412
2645,3932,3246,101063,2615628
2646,2883,4394,98962,2616307
2647,5139,3478,98624,2616418
2648,5410,4168,100223,2617421
2649,1790,597,101863,2617775
2650,726,1579,97786,2618290
2651,1507,3536,99406,2619441
2652,2588,3014,100513,2623791
2653,5053,3370,101743,2624755
2654,1954,1699,99070,2625306
2655,4335,3903,100484,2626195
2656,3222,3363,100958,2626258
2657,4880,975,98912,2626616
2658,393,3759,99161,2627465
2659,2817,2429,97722,2628344
2660,1302,3082,99947,2631873
2661,1998,1055,100158,2631966
2662,2547,2605,97962,2632259
2663,3099,4955,99854,2633423
2664,3263,5188,98908,2633623
2665,1159,515,100349,2634580
2666,1178,2665,99043,2635074
2667,3922,2497,99896,2635882
2668,2208,3166,100280,2636252
2669,330,3986,100324,2637465
2670,1719,1298,98670,2637679
2671,2592,1263,98527,2639650
2672,1366,32,101239,2639728
2673,2706,806,100727,2642843
2674,2040,4637,100804,2643658
2675,4568,1537,100465,2645451
2676,698,1171,100970,2646025
2677,2754,1608,100956,2646712
2678,5233,564,100183,2647230
2679,5770,1352,98858,2652828
2680,2879,5078,101321,2655279
2681,240,2211,99750,2656094
2682,2303,5216,100322,2657146
2683,5003,3688,98957,2657490
2684,4912,2018,99984,2659536
2685,120,3079,98202,2660736
2686,2985,5128,99128,2660748
2687,3268,5234,99978,2660847
2688,2059,325,100422,2661425
2689,486,2980,99297,2661712
2690,4076,5271,101281,2664966
2691,5752,3599,100161,2667673
2692,656,5157,101605,2668083
2693,1022,3420,100670,2668322
2694,470,3625,100006,2670221
2695,5207,1278,100129,2670739
2696,3260,3041,99622,2670878
2697,4759,3344,99188,2671170
2698,1963,5307,101182,2673835
2699,1116,5026,99570,2677094
2700,677,4622,99738,2678812
2701,2028,1713,98435,2680191
2702,4726,4708,99840,2680652
2703,4331,3037,100744,2683848
2704,4376,5592,101178,2684796
2705,4344,3515,100362,2686666
2706,3846,2567,99117,2686754
2707,2307,716,99524,2686914
2708,3004,2739,99972,2688122
2709,219,4738,99451,2689874
2710,2430,4989,98445,2690087
2711,5254,367,100473,2690628
2712,5941,4494,99944,2692140
2713,1431,1517,101576,2692251
2714,5679,3439,100016,2693335
2715,5138,2791,102233,2693629
2716,2700,4057,100184,2694338
2717,1399,3174,101303,2696061
2718,4417,171,101163,2696181
2719,2099,4328,100002,2696679
2720,5369,2054,99952,2698397
2721,4403,226,99753,2701421
2722,3257,3737,100456,2702792
2723,1790,50,98812,2703045
2724,3488,5600,99898,2705529
2725,3786,4237,100871,2705992
2726,2368,4324,100364,2706756
2727,2938,4054,98711,2707007
2728,4388,4952,102408,2707084
2729,2668,1153,99449,2707552
2730,70,1389,99027,2708654
2731,1057,1061,100388,2709028
2732,5429,5492,100903,2710137
2733,5090,1128,100599,2712264
2734,2020,4839,100468,2712639
2735,1776,1074,99662,2713279
2736,1473,234,102068,2713665
2737,303,4470,99929,2713875
2738,5171,4062,99136,2714046
2739,4381,4147,100190,2715188
2740,3907,2239,97929,2717502
2741,676,4508,99599,2717543
2742,3622,3167,100740,2721653
2743,5032,4008,99770,2721763
2744,3743,773,100085,2721787
2745,5369,2702,99920,2722226
2746,1577,1278,100500,2723394
2747,3845,3090,99777,2724054
2748,1919,4116,101385,2724128
2749,120,885,101304,2725798
2750,4518,4852,99270,2727057
2751,661,4020,99813,2727227
2752,3857,5104,101067,2728731
2753,1795,3005,98925,2729843
2754,1666,188,101336,2731023
2755,5019,5231,98215,2732470
2756,4623,1048,98130,2734614
2757,5851,3170,100011,2735332
2758,3470,5611,100151,2738675
2759,1751,441,100117,2739541
2760,3693,3336,101707,2739639
2761,2998,4613,100927,2739824
2762,1872,3728,101097,2741643
2763,3420,434,100553,2741795
2764,1541,5300,101565,2744543
2765,761,4072,97635,2746405
2766,4141,5390,98739,2746729
2767,4271,5986,100254,2746763
2768,3872,3365,101365,2746813
2769,4779,186,100669,2746819
2770,4576,2879,99658,2748656
2771,552,200,98891,2749230
2772,1423,1678,102150,2749305
2773,332,5730,99603,2750493
2774,5539,853,101895,2754728
2775,328,3327,100694,2754923
2776,32,658,100425,2757256
2777,5575,839,98288,2758485
2778,5607,2778,101372,2759234
2779,1078,847,101205,2759651
2780,525,5252,100949,2762111
2781,3101,1253,100894,2762978
2782,472,976,101632,2763157
2783,801,4420,99388,2767736
2784,2783,2266,98818,2767923
2785,278,4454,100229,2768060
2786,950,2677,100954,2768197
2787,5341,2554,98356,2769029
2788,4494,4022,100251,2771252
2789,3360,1179,100023,2771336
2790,526,3466,100633,2772585
2791,5205,3960,100028,2773335
2792,1696,4732,101071,2773443
2793,3892,4318,100051,2774077
2794,4256,5152,99169,2774469
2795,5548,2007,99221,2775464
2796,4824,4502,99854,2776194
2797,5601,2735,99693,2776534
2798,5280,3834,99882,2777205
2799,2399,2053,99552,2778341
2800,3492,2354,98328,2778588
2801,5733,2575,101652,2781305
2802,4367,1221,100494,2781571
2803,1120,1582,99702,2782175
