id,sender_id,receiver_id,amount,start_time,end_time,mpp,is_success,no_balance_count,offline_node_count,timeout_exp,attempts,route,total_fee
2301,4415,4576,100024,2262321,2263116,0,1,0,0,0,1,42274-14370-27570-45005,2172
2302,5936,5329,98879,2262381,2262781,0,1,0,0,0,1,59927-56140,98
2303,2020,1575,98530,2262489,2262887,0,1,0,0,0,1,17023-11452,1
2304,942,4385,99861,2263945,2264742,0,1,0,0,0,1,5321-52731-42184-41693,1001
2305,4711,1611,102601,2264144,2264744,0,1,0,0,0,1,46930-21237-11758,2
2306,4333,4412,99974,2264868,2265465,0,1,0,0,0,1,53570-29862-42223,1000
2307,453,4652,101072,2265964,2266560,0,1,0,0,0,1,2210-38777-45995,2
2308,3319,2274,101844,2266277,2266872,0,1,0,0,0,1,28797-52991-21534,1219
2309,4286,126,100852,2267346,2267742,0,1,0,0,0,1,41019-310,1000
2310,195,1190,98932,2268120,2268721,0,1,0,0,0,1,17262-14694-7817,2
2311,6002,5818,99697,2268683,2269277,0,1,0,0,0,1,60890-52697-58398,1
2312,381,1730,102164,2270522,2271120,0,1,0,0,0,1,41132-52684-52005,103
2313,297,5987,99850,2270555,2271347,0,1,0,0,0,1,978-8608-6910-60641,2020
2314,1923,2998,100202,2270767,2271558,0,1,0,0,0,1,14691-48252-348-47288,2000
2315,375,3696,99329,2271028,2271820,0,1,0,0,0,1,1593-52745-50017-32504,1
2316,246,4115,100894,2272186,2272782,0,1,0,0,0,1,2530-30273-37948,330
2317,5304,5698,101373,2273397,2274198,0,1,0,0,0,1,58544-52678-50198-56628,1103
2318,332,5116,97869,2273470,2273865,0,1,0,0,0,1,1357-50467,1
2319,1569,5609,100882,2273718,2274509,0,1,0,0,0,1,11390-13191-53291-55351,1219
2320,4948,2697,101149,2277189,2277986,0,1,0,0,0,1,49473-52995-1946-22707,1220
2321,3285,4288,100609,2278590,2278984,0,1,0,0,0,1,38396-40447,1
2322,3105,3735,100106,2279341,2279938,0,1,0,0,0,1,33483-32884-41849,99
2323,4502,761,100634,2280334,2280932,0,1,0,0,0,1,43820-6639-4182,2040
2324,2897,2160,98679,2280344,2281139,0,1,0,0,0,1,24873-26936-21677-17226,43
2325,5828,1170,99977,2280656,2281451,0,1,0,0,0,1,58172-53002-58649-7292,2219
2326,5708,2957,101100,2281208,2282005,0,1,0,0,0,1,56706-54626-54496-25630,1002
2327,983,4292,100710,2281276,2281875,0,1,0,0,0,1,5579-52656-42718,1000
2328,1795,4240,98543,2281521,2281921,0,1,0,0,0,1,24437-47041,98
2329,2334,5801,98932,2283740,2284738,0,1,0,0,0,1,19182-2158-57773-57582-57783,1006
2330,2233,2470,100132,2285256,2285853,0,1,0,0,0,1,18138-5690-20409,1
2331,5783,1208,99268,2289353,2290145,0,1,0,0,0,1,57581-51630-51555-7521,1002
2332,2849,5051,100244,2291001,2291594,0,0,1,0,0,2,24363-23429-58693-49850,1220
2333,1722,4633,100830,2291328,2292122,0,1,0,0,0,1,12536-27079-40369-45766,1111
2334,5132,2095,100522,2291381,2292177,0,1,0,0,0,1,55411-17842-9487-16390,3
2335,1241,4701,100018,2293309,2293905,0,1,0,0,0,1,24063-23688-46800,1000
2336,1398,3787,100470,2294607,2295201,0,1,0,0,0,1,8851-33597-33620,1
2337,1257,5890,98794,2295943,2296538,0,1,0,0,0,1,7785-3884-59119,1
2338,1355,3767,99855,2297515,2298113,0,1,0,0,0,1,8574-3043-33944,588
2339,5764,1122,99521,2299898,2300697,0,1,0,0,0,1,57341-56177-3934-7709,1001
2340,5997,4383,98597,2301740,2302136,0,1,0,0,0,1,60863-41902,98
2341,5155,3331,100314,2301862,2302458,0,1,0,0,0,1,50845-30506-28838,1000
2342,5562,1958,100566,2302968,2303764,0,1,0,0,0,1,54817-46623-31496-15010,491
2343,3001,5334,99935,2304221,2305017,0,1,0,0,0,1,25978-8245-11519-53086,1001
2344,3645,3744,100261,2307642,2308042,0,1,0,0,0,1,41035-41073,0
2345,2020,1613,99056,2311517,2312110,0,1,0,0,0,1,17023-10829-11782,1001
2346,517,4182,101902,2312215,2312808,0,1,0,0,0,1,10656-10228-38874,2
2347,1445,867,99615,2313602,2314204,0,1,0,0,0,1,9251-1367-6940,2
2348,2006,1905,97959,2314483,2314880,0,1,0,0,0,1,41155-23729,0
2349,1769,51,100857,2314509,2315113,0,1,0,0,0,1,12896-9588-17293,2
2350,4282,1712,100834,2314563,2315160,0,1,0,0,0,1,40255-15174-12474,2
2351,9,4534,99681,2315463,2316256,0,1,0,0,0,1,16-2618-14333-44331,2010
2352,1943,3650,99624,2316323,2316918,0,1,0,0,0,1,14874-3911-32086,1
2353,4062,929,99480,2318030,2318626,0,1,0,0,0,1,37355-45787-5240,2000
2354,4186,700,101953,2318518,2318916,0,1,0,0,0,1,56121-3730,1
2355,2048,2524,100399,2319315,2320304,0,1,1,0,0,2,34224-55775-20918,949
2356,35,2716,100309,2319396,2319991,0,1,0,0,0,1,73-8080-47245,900
2357,5854,4245,99918,2319867,2320661,0,1,0,0,0,1,58324-48358-31655-39650,11109
2358,2225,5559,100124,2322001,2322597,0,1,0,0,0,1,18082-37275-58602,10601
2359,3976,5657,100217,2324070,2324671,0,1,0,0,0,1,36243-52729-56112,1000
2360,520,3013,99301,2324598,2325200,0,1,0,0,0,1,47997-9039-26068,1
2361,2040,2827,99117,2324885,2325679,0,1,0,0,0,1,15897-56814-13298-24145,1000
2362,4747,2139,98705,2325244,2326037,0,1,0,0,0,1,47423-55156-46636-17609,1001
2363,4174,2306,101028,2325903,2326499,0,1,0,0,0,1,38816-23409-18896,1
2364,4498,2344,100448,2326027,2326626,0,1,0,0,0,1,43790-13417-19260,1001
2365,174,1513,100055,2328348,2328745,0,1,0,0,0,1,540-12912,1000
2366,3493,2680,102422,2329255,2330052,0,1,0,0,0,1,31970-13191-53233-22550,220
2367,5672,2198,100605,2329989,2330780,0,1,0,0,0,1,56294-25204-34332-17733,0
2368,3142,2851,99665,2330127,2330729,0,1,0,0,0,1,27851-25415-24408,1001
2369,4916,3224,99304,2330344,2331145,0,1,0,0,0,1,49407-49357-23574-42060,99
2370,5222,521,100557,2330628,2331225,0,1,0,0,0,1,55090-24780-2898,0
2371,342,218,99309,2331383,2331979,0,1,0,0,0,1,52731-52754-699,1000
2372,4375,3980,100392,2331847,2332643,0,1,0,0,0,1,41644-58317-58311-36220,2000
2373,2538,3013,100646,2332211,2332810,0,1,0,0,0,1,21060-6543-26068,1
2374,680,3150,101728,2332874,2333269,0,1,0,0,0,1,3531-27432,0
2375,4681,3248,100658,2336474,2337069,0,1,0,0,0,1,58840-43747-28612,2000
2376,1031,1716,98950,2337285,2337880,0,1,0,0,0,1,6397-3188-41529,100
2377,4464,4201,97972,2338987,2339584,0,1,0,0,0,1,43115-58488-39055,3002
2378,831,3299,100534,2339730,2340529,0,1,0,0,0,1,4616-52667-23575-28753,1
2379,5692,3840,99797,2340339,2341331,0,1,0,0,0,1,56529-52208-48901-41133-37343,2025
2380,5446,3661,98474,2340428,2341026,0,1,0,0,0,1,53812-29844-32557,1009
2381,2444,2701,101129,2340685,2341281,0,1,0,0,0,1,20283-43561-22742,6975
2382,4769,3615,101926,2342936,2343334,0,1,0,0,0,1,47787-31718,1000
2383,543,1607,97377,2343241,2343839,0,1,0,0,0,1,2661-3880-13341,1
2384,5396,4350,100680,2345199,2345993,0,1,0,0,0,1,53492-55602-13196-41413,1220
2385,2588,533,100357,2345775,2346173,0,1,0,0,0,1,21704-22303,1
2386,1925,2454,99721,2346048,2346640,0,1,0,0,0,1,14705-1563-20184,2
2387,3516,2510,98339,2346210,2346808,0,1,0,0,0,1,30574-42185-20823,1098
2388,1925,393,100409,2346561,2346960,0,1,0,0,0,1,14702-1823,1
2389,3361,3437,99169,2348213,2349002,0,1,0,0,0,1,29010-40763-23704-29677,1200
2390,2082,2330,100785,2350452,2351051,0,1,0,0,0,1,16275-38990-19113,2
2391,1836,4545,99785,2353149,2353744,0,1,0,0,0,1,36025-27136-44531,94
2392,4471,2369,100396,2353288,2353884,0,1,0,0,0,1,43234-48358-33976,1000
2393,1676,2075,101118,2355354,2355953,0,1,0,0,0,1,24399-23476-16199,1000
2394,1479,250,100203,2357311,2357910,0,1,0,0,0,1,9508-3165-3137,1000
2395,3648,3806,98332,2359386,2360185,0,1,0,0,0,1,34250-3430-33867-34002,1588
2396,3335,260,98300,2360451,2361248,0,1,0,0,0,1,28853-13674-10637-1218,3
2397,5259,1400,100570,2360468,2361069,0,1,0,0,0,1,51768-52730-8861,101
2398,1858,3105,100291,2360484,2361080,0,1,0,0,0,1,14201-32889-33482,1
2399,2407,2238,99019,2361628,2362026,0,1,0,0,0,1,33909-24592,0
2400,3264,1247,100605,2361873,2362470,0,1,0,0,0,1,28383-9626-9689,2
2401,2494,4066,100882,2362206,2362804,0,1,0,0,0,1,20578-25216-37439,3
2402,3374,2896,100881,2363290,2364083,0,1,0,0,0,1,29039-23574-52758-24862,101
2403,2155,2135,101223,2363772,2364370,0,1,0,0,0,1,17155-39296-16923,2
2404,1769,1828,99604,2365140,2365942,0,1,0,0,0,1,12896-9691-29869-13950,1001
2405,23,2276,99262,2365661,2366456,0,1,0,0,0,1,43-10790-14053-18612,1
2406,2758,5112,100506,2368319,2368915,0,1,0,0,0,1,35410-47726-50438,100
2407,1604,3273,100758,2368576,2369173,0,1,0,0,0,1,11716-1310-28473,2
2408,5425,2037,99995,2368840,2369438,0,1,0,0,0,1,53637-8138-15881,1001
2409,2634,4257,100589,2368979,2369772,0,1,0,0,0,1,22212-6489-14625-39811,1001
2410,5147,75,98869,2369072,2369669,0,1,0,0,0,1,55671-22781-1952,240
2411,4236,2629,99211,2369704,2370296,0,1,0,0,0,1,39542-33593-22146,1
2412,1748,3551,100384,2369782,2370378,0,1,0,0,0,1,12690-3935-30939,1
2413,5338,4970,99538,2369817,2370619,0,1,0,0,0,1,52865-46623-49356-49516,1000
2414,3579,3453,100104,2373075,2373870,0,1,0,0,0,1,31181-23606-45228-56822,2101
2415,5151,4848,97422,2373079,2373870,0,1,0,0,0,1,51113-51626-52151-51534,3000
2416,1342,66,99866,2373501,2374099,0,1,0,0,0,1,8452-3070-203,200
2417,930,966,100732,2374734,2375333,0,1,0,0,0,1,9682-3881-5471,1
2418,5668,1068,99658,2377521,2378318,0,1,0,0,0,1,56264-34201-2630-6559,1001
2419,857,1027,99578,2379081,2379683,0,1,0,0,0,1,9429-22658-6165,1100
2420,3424,3839,101712,2384295,2385087,0,1,0,0,0,1,29553-18699-31771-34331,20847
2421,5298,4079,99238,2385671,2386268,0,1,0,0,0,1,52646-36703-40943,1
2422,5962,6004,101571,2386009,2386802,0,1,0,0,0,1,60160-53239-21492-60902,2219
2423,685,3350,98075,2386894,2387691,0,1,0,0,0,1,3686-27079-32109-28959,42
2424,519,1046,98718,2388707,2389304,0,1,0,0,0,1,8062-39995-6303,1011
2425,1066,3437,98191,2388772,2389570,0,1,0,0,0,1,6474-52705-23704-29677,1001
2426,1684,3592,100335,2388951,2389746,0,1,0,0,0,1,12293-36300-36976-31305,2020
2427,387,1712,100895,2389771,2390168,0,1,0,0,0,1,1766-12474,1
2428,5856,3123,100564,2391902,2392501,0,1,0,0,0,1,58331-44176-42760,1133
2429,1587,1971,99383,2392618,2393013,0,1,0,0,0,1,11531-28352,1
2430,5225,4844,99525,2392798,2393592,0,1,0,0,0,1,51412-13191-20133-48542,1219
2431,3624,2581,99383,2392968,2393563,0,1,0,0,0,1,31786-23633-22401,1099
2432,4425,90,98106,2397503,2397902,0,1,0,0,0,1,42629-37005,1000
2433,3532,328,99628,2398058,2398650,0,1,0,0,0,1,30763-7053-1127,1440
2434,2894,3317,102544,2398437,2399231,0,1,0,0,0,1,24838-52685-23575-28792,1
2435,1648,4379,100973,2399943,2400341,0,1,0,0,0,1,42191-46986,0
2436,5637,5652,100358,2401843,2402439,0,1,0,0,0,1,56787-22580-56037,102
2437,3389,3306,101206,2402247,2402643,0,1,0,0,0,1,29075-28766,0
2438,1822,750,99118,2402628,2403027,0,1,0,0,0,1,13819-4122,1000
2439,4134,2807,99116,2402921,2403523,0,1,0,0,0,1,38278-1687-23959,2
2440,5775,5995,99033,2403024,2404025,0,1,0,0,0,1,57553-46623-23574-54938-60809,1000
2441,889,3164,99061,2404012,2404609,0,1,0,0,0,1,5029-8236-34703,1
2442,1317,2193,102136,2404579,2405176,0,1,0,0,0,1,8215-1030-17703,1007
2443,4735,4802,100574,2407746,2408540,0,1,0,0,0,1,47346-39804-49399-49175,2001
2444,2560,4950,100737,2408126,2408721,0,1,0,0,0,1,22611-52994-49476,219
2445,1079,4648,101085,2409773,2410172,0,1,0,0,0,1,33993-55388,101
2446,2865,3055,100210,2412468,2413271,0,1,0,0,0,1,24574-25458-28156-34825,1027
2447,5620,5162,101591,2414125,2414720,0,1,0,0,0,1,55957-56552-50899,1102
2448,2896,4805,100760,2417823,2418418,0,1,0,0,0,1,24863-9502-48138,2
2449,4625,5800,99199,2418089,2418089,0,0,0,0,0,1,-1,
2450,4871,359,100082,2418329,2418722,0,1,0,0,0,1,49020-52748,100
2451,747,4060,99903,2418671,2419267,0,1,0,0,0,1,4390-3911-37322,1
2452,5594,5122,99789,2419387,2419987,0,1,0,0,0,1,55465-55316-50587,19
2453,1941,5516,98978,2419881,2420478,0,1,0,0,0,1,14853-53008-54390,1218
2454,2202,637,101535,2420054,2420648,0,1,0,0,0,1,17828-5691-3262,1
2455,1734,5813,100798,2420948,2421749,0,1,0,0,0,1,28747-9630-26193-58610,1002
2456,1002,4319,100347,2421037,2421633,0,1,0,0,0,1,5904-1231-40748,2
2457,3089,5462,98953,2422853,2423445,0,1,0,0,0,1,35602-29618-53955,1247
2458,2500,1861,100437,2423766,2424165,0,1,0,0,0,1,40248-14147,1
2459,2409,430,99595,2424331,2424925,0,1,0,0,0,1,19780-1321-2100,2
2460,5594,2318,100272,2425851,2426450,0,1,0,0,0,1,55060-53220-19007,218
2461,3618,116,99684,2426560,2427155,0,1,0,0,0,1,31728-795-288,1000
2462,3771,4417,100234,2427564,2428358,0,1,0,0,0,1,33342-33015-6781-42384,2000
2463,2223,431,100208,2429626,2430028,0,1,0,0,0,1,34939-4542,1
2464,5752,4892,99955,2430386,2430983,0,1,0,0,0,1,57262-28156-52481,26
2465,1204,1822,99236,2430764,2431159,0,1,0,0,0,1,7593-13818,1000
2466,1078,1840,98864,2433933,2434333,0,1,0,0,0,1,12847-14005,1
2467,1585,3021,99196,2435252,2436045,0,1,0,0,0,1,11520-15670-28452-26132,1116
2468,3723,2019,98726,2437189,2437982,0,1,0,0,0,1,32792-19804-6189-15678,1020
2469,1711,2610,98610,2437388,2437786,0,1,0,0,0,1,12545-22004,1000
2470,1147,2916,100758,2437696,2438495,0,1,0,0,0,1,7182-15106-8484-43817,297
2471,178,4608,99778,2438463,2439062,0,1,0,0,0,1,551-52728-45652,1000
2472,2795,5131,99782,2438906,2439702,0,1,0,0,0,1,35700-43076-40525-50612,1100
2473,5056,897,101808,2439982,2440778,0,1,0,0,0,1,49893-56814-13298-5078,1000
2474,2766,3067,99946,2442641,2443036,0,1,0,0,0,1,55843-39050,0
2475,5014,2303,99947,2443301,2444096,0,1,0,0,0,1,49604-50718-49639-18877,1024
2476,5382,670,99800,2443304,2443903,0,1,0,0,0,1,53439-4512-3440,1000
2477,4814,1922,97495,2443960,2444553,0,1,0,0,0,1,48830-10477-14682,25
2478,1379,4087,100394,2443998,2444598,0,1,0,0,0,1,8744-40330-37687,1001
2479,3777,3864,99212,2445447,2446244,0,1,0,0,0,1,57471-41466-40931-34526,1525
2480,314,2139,99235,2447066,2447658,0,1,0,0,0,1,1036-8009-17611,1
2481,4811,5114,99677,2449402,2449999,0,1,0,0,0,1,49153-49010-50452,1181
2482,2498,418,100615,2449747,2450341,0,1,0,0,0,1,51562-51555-7653,1
2483,2279,1037,99353,2450862,2451653,0,1,0,0,0,1,18656-29368-29367-24448,0
2484,5470,3190,99183,2451392,2452182,0,1,0,0,0,1,53991-51630-55257-27770,2000
2485,4877,5612,99516,2453292,2454086,0,1,0,0,0,1,49114-57445-59537-55358,1021
2486,3398,5272,100924,2453332,2453928,0,1,0,0,0,1,29127-3487-52020,1002
2487,3941,2420,101543,2453662,2454657,0,1,0,0,0,1,42481-42456-48397-2866-19873,2001
2488,4192,4336,100944,2454048,2454644,0,1,0,0,0,1,39044-55317-41159,20
2489,3928,561,97267,2454221,2454616,0,1,0,0,0,1,41055-23682,0
2490,773,321,99922,2454865,2455461,0,1,0,0,0,1,4237-6638-47611,1011
2491,296,1905,101495,2455347,2455746,0,1,0,0,0,1,1847-23729,0
2492,2990,4547,98883,2457018,2457814,0,1,0,0,0,1,25875-23574-33924-49962,1000
2493,3561,5208,101991,2457022,2457420,0,1,0,0,0,1,30996-51252,1010
2494,282,434,98271,2458462,2458664,0,1,0,0,0,1,6924,0
2495,5298,819,99584,2459702,2460301,0,1,0,0,0,1,52646-3407-4532,2
2496,5300,5846,99184,2460344,2460544,0,0,1,0,0,2,52484-58286,1000
2497,5455,2683,101324,2462529,2463323,0,1,0,0,0,1,53868-51632-55257-22556,1000
2498,2161,3851,97672,2463660,2464257,0,1,0,0,0,1,17236-52675-41844,1
2499,1758,4219,100456,2464371,2465168,0,1,0,0,0,1,12812-1391-50198-44687,1002
2500,3191,1916,100399,2467443,2468042,0,1,0,0,0,1,27772-11517-14619,1
2501,5604,3856,99606,2467990,2468585,0,1,0,0,0,1,56564-23410-34795,2
2502,759,4151,100991,2469070,2469668,0,1,0,0,0,1,13542-1406-38505,2
2503,2488,2827,99832,2469148,2469746,0,1,0,0,0,1,32292-11517-24145,1
2504,3613,3465,100173,2469681,2470280,0,1,0,0,0,1,36336-9665-30037,1171
2505,5104,3282,99461,2469864,2470657,0,1,0,0,0,1,50401-46623-23574-41063,0
2506,4496,2276,99530,2471339,2472136,0,1,0,0,0,1,45103-45094-14053-18612,1001
2507,795,233,98963,2472049,2472645,0,1,0,0,0,1,22156-6392-8217,0
2508,3222,4331,99812,2473850,2474445,0,1,0,0,0,1,28064-21215-41059,2
2509,1956,5060,98097,2475948,2476741,0,1,0,0,0,1,15005-52677-48359-49928,1001
2510,2579,241,101393,2476119,2476712,0,1,0,0,0,1,21591-39296-42785,2
2511,2216,186,99378,2476547,2476947,0,1,0,0,0,1,24343-41163,99
2512,1441,4167,98189,2477646,2478247,0,1,0,0,0,1,9233-54477-41892,92
2513,2736,5474,99021,2479365,2479959,0,1,0,0,0,1,37758-42615-53998,2000
2514,3732,1419,100100,2479571,2480171,0,1,0,0,0,1,32911-33108-32235,1401
2515,2354,4992,101293,2480742,2481538,0,1,0,0,0,1,19338-3459-58441-49560,93
2516,2105,2325,98493,2481504,2482103,0,1,0,0,0,1,16484-2619-19073,1001
2517,5020,1,99755,2482630,2483226,0,1,0,0,0,1,49616-52995-55604,1218
2518,1250,1493,99533,2482958,2483551,0,1,0,0,0,1,7726-9462-10677,1001
2519,3643,1150,100038,2482979,2483578,0,1,0,0,0,1,41817-48305-8114,100
2520,5199,218,100352,2483060,2483658,0,1,0,0,0,1,51521-52754-699,1000
2521,440,2140,100284,2483318,2483917,0,1,0,0,0,1,33298-32826-16995,1
2522,3307,4444,99433,2486526,2487321,0,1,0,0,0,1,28769-23574-48296-42620,1000
2523,5157,4760,100820,2487039,2487434,0,1,0,0,0,1,51824-50057,1
2524,2963,458,100027,2487522,2488116,0,1,0,0,0,1,25768-10521-10115,2
2525,17,914,99390,2487822,2488219,0,1,0,0,0,1,35-6208,99
2526,3518,3820,98808,2488412,2489010,0,1,0,0,0,1,30591-52728-34292,1098
2527,5185,5021,99794,2494159,2494960,0,1,0,0,0,1,51123-46623-49356-49618,1000
2528,2694,923,101116,2495248,2495849,0,1,0,0,0,1,22651-10522-5220,1
2529,1597,4708,98287,2495952,2496551,0,1,0,0,0,1,11676-52701-46894,1
2530,3880,108,101532,2497259,2497861,0,1,0,0,0,1,34776-34447-444,941
2531,4714,122,99399,2497404,2497999,0,1,0,0,0,1,60412-11517-7725,1
2532,2925,2688,98099,2500061,2500658,0,1,0,0,0,1,25199-52696-23152,99
2533,2809,2905,99925,2500683,2501283,0,1,0,0,0,1,23967-23961-33981,1000
2534,719,5332,99794,2500966,2500966,0,0,0,0,0,1,-1,
2535,3338,5403,100802,2501582,2502383,0,1,0,0,0,1,33965-52661-56230-53528,1219
2536,5665,91,98181,2502712,2503310,0,1,0,0,0,1,56556-14625-14612,800
2537,2622,4675,99074,2503309,2503905,0,1,0,0,0,1,22095-37280-47555,1019
2538,3609,2028,99903,2503997,2504595,0,1,0,0,0,1,52305-17842-15783,2
2539,1455,929,97751,2504010,2504405,0,1,0,0,0,1,9367-5240,1000
2540,2597,116,100292,2504087,2504880,0,1,0,0,0,1,21796-8955-41564-745,1251
2541,1330,3025,99487,2504147,2504941,0,1,0,0,0,1,28463-3414-6657-26154,1000
2542,3447,5532,100892,2504960,2505556,0,1,0,0,0,1,29781-44998-54424,2000
2543,3429,4434,100849,2505482,2506078,0,1,0,0,0,1,29593-31890-42497,2000
2544,2599,2763,98106,2506526,2507124,0,1,0,0,0,1,47247-52684-54809,99
2545,197,110,101752,2507268,2507867,0,1,0,0,0,1,58369-52754-810,1000
2546,3715,1699,99949,2507357,2507954,0,1,0,0,0,1,32675-6393-12376,1039
2547,5973,546,100813,2508767,2509365,0,1,0,0,0,1,60283-48358-3294,1000
2548,4139,2716,98624,2509664,2510263,0,1,0,0,0,1,38327-52728-47245,1000
2549,1922,5018,98787,2509986,2510780,0,1,0,0,0,1,14683-17671-58441-49612,93
2550,5343,5812,98785,2510289,2510888,0,1,0,0,0,1,53031-21982-60679,199
2551,1878,402,99520,2511379,2511975,0,1,0,0,0,1,14286-5702-1883,1
2552,1469,3171,101607,2512653,2513248,0,1,0,0,0,1,9439-13223-27614,1010
2553,1273,5515,99792,2513819,2514615,0,1,0,0,0,1,7869-46208-59537-54388,2001
2554,1148,951,101481,2516205,2516806,0,1,0,0,0,1,7185-6392-6937,20
2555,1868,4831,99517,2516215,2517011,0,1,0,0,0,1,56002-49821-49732-48354,1041
2556,4159,4210,99036,2518595,2519192,0,1,0,0,0,1,40353-26898-39169,1001
2557,4641,735,103172,2520128,2520725,0,1,0,0,0,1,45871-3910-3995,1
2558,5282,3507,99224,2520785,2521574,0,1,0,0,0,1,52257-55772-22022-30519,1011
2559,4598,423,99834,2521436,2521838,0,1,0,0,0,1,47198-7821,0
2560,1948,1035,100473,2522053,2522653,0,1,0,0,0,1,14912-5171-6635,1000
2561,3328,4031,98756,2523496,2524092,0,1,0,0,0,1,28833-30507-45850,1000
2562,2921,30,100341,2525512,2526112,0,1,0,0,0,1,38893-51482-57,0
2563,1185,3761,99407,2527000,2527597,0,1,0,0,0,1,7344-6393-33141,11540
2564,5680,3941,99915,2528490,2529289,0,1,0,0,0,1,56317-42614-58405-42480,3000
2565,3433,1590,101440,2529473,2530075,0,1,0,0,0,1,41825-52668-11617,102
2566,4527,5352,100030,2530058,2530455,0,1,0,0,0,1,47172-53919,0
2567,463,3710,101038,2531124,2531520,0,1,0,0,0,1,4755-32770,1000
2568,624,1436,100582,2532854,2533449,0,1,0,0,0,1,3126-3885-22060,1
2569,3054,3113,99590,2534166,2534764,0,1,0,0,0,1,26479-8024-27061,1
2570,1888,1728,101573,2535474,2536076,0,1,0,0,0,1,14360-10535-12576,591
2571,421,2468,100338,2536166,2536762,0,1,0,0,0,1,60497-7735-25595,1
2572,4200,2633,100800,2536219,2537018,0,1,0,0,0,1,39052-56519-53913-22205,1093
2573,3748,5163,99876,2537630,2538228,0,1,0,0,0,1,33012-39804-50911,1001
2574,1576,1657,100338,2538289,2539080,0,1,0,0,0,1,11457-58396-25693-12108,898
2575,4912,5326,98799,2539937,2540534,0,1,0,0,0,1,49387-46622-52632,2000
2576,4502,2140,100557,2544726,2545323,0,1,0,0,0,1,43820-8009-50074,2
2577,3919,4627,98553,2545233,2545826,0,1,0,0,0,1,35359-42661-45742,2000
2578,3011,1950,98964,2546747,2547546,0,1,0,0,0,1,26053-40492-40586-14926,1
2579,1890,4631,98443,2547397,2547987,0,1,0,0,0,1,60883-60674-45751,1539
2580,5538,2831,98792,2547874,2548278,0,1,0,0,0,1,54565-24278,1000
2581,870,3014,100624,2550333,2550929,0,1,0,0,0,1,4921-20896-26078,2000
2582,3362,678,101625,2551036,2551633,0,1,0,0,0,1,30315-1230-3517,2
2583,4549,1059,100507,2553212,2553613,0,1,0,0,0,1,45125-6406,1000
2584,3253,1579,99656,2554665,2555262,0,1,0,0,0,1,28339-23574-11481,0
2585,2795,5600,99230,2555675,2556272,0,1,0,0,0,1,35700-42184-55347,1000
2586,813,5255,99152,2555794,2556592,0,1,0,0,0,1,4503-27079-40369-51723,1110
2587,5495,5609,99114,2556468,2557068,0,1,0,0,0,1,54217-50017-55351,1000
2588,1518,2634,101448,2556951,2557544,0,1,0,0,0,1,13317-1254-22213,2
2589,2524,4772,99933,2559279,2559880,0,1,0,0,0,1,53441-29998-47802,1090
2590,1025,5238,99724,2559990,2560780,0,1,0,0,0,1,6159-52749-48359-51619,1001
2591,5130,885,100521,2560099,2560695,0,1,0,0,0,1,50609-51428-4999,2114
2592,3397,645,99446,2562874,2563471,0,1,0,0,0,1,29107-14694-6967,2
2593,68,5479,100654,2566500,2567303,0,1,0,0,0,1,147-926-58441-54070,2092
2594,1469,2634,100120,2566859,2567458,0,1,0,0,0,1,9439-5810-22213,1
2595,5813,5375,99024,2567701,2568694,0,1,0,0,0,1,58611-26192-10423-55586-53401,2219
2596,5690,2061,101597,2567710,2568107,0,1,0,0,0,1,57037-22664,101
2597,439,2657,100362,2569895,2570690,0,1,0,0,0,1,2141-52728-50017-22352,1000
2598,2033,2209,98847,2570844,2571447,0,1,0,0,0,1,15841-3858-17824,1
2599,4179,5218,100471,2572245,2572643,0,1,0,0,0,1,38849-51345,1000
2600,2606,5814,100532,2574605,2575201,0,1,0,0,0,1,21926-15025-58542,1000
2601,134,719,100761,2575793,2576388,0,1,0,0,0,1,358-3346-3781,800
2602,1708,4957,99756,2577779,2578570,0,1,0,0,0,1,24442-54476-58441-49491,191
2603,3215,978,100421,2578168,2578966,0,1,0,0,0,1,27961-27808-28209-5562,1002
2604,5125,2643,100257,2580510,2581105,0,1,0,0,0,1,58889-21224-22259,219
2605,3774,1925,101073,2580803,2581404,0,1,0,0,0,1,33410-20924-14703,1001
2606,303,5898,100370,2581390,2582184,0,1,0,0,0,1,1001-5044-30311-59240,1000
2607,4718,1539,98980,2583088,2583687,0,1,0,0,0,1,47026-10868-11193,98
2608,4023,2455,100617,2583170,2583767,0,1,0,0,0,1,36934-53231-20190,1219
2609,478,1150,99869,2583764,2583764,0,0,0,0,0,1,-1,
2610,2912,2676,100776,2584150,2584749,0,1,0,0,0,1,25074-1355-22534,2
2611,757,5789,100327,2584309,2585100,0,1,0,0,0,1,24527-23721-55773-57640,1010
2612,140,178,99256,2586388,2586785,0,1,0,0,0,1,393-550,1000
2613,3963,1810,99127,2587830,2588428,0,1,0,0,0,1,36001-1228-13552,2
2614,4554,5961,101631,2588674,2589275,0,1,0,0,0,1,44629-23118-60139,2172
2615,303,321,100288,2589423,2590020,0,1,0,0,0,1,1134-1515-6576,2
2616,1248,4953,101162,2590210,2591005,0,1,0,0,0,1,7718-27079-58441-49482,92
2617,5571,1702,101194,2590627,2591425,0,1,0,0,0,1,54843-55156-58495-12402,1003
2618,4338,5776,100090,2590739,2591530,0,1,0,0,0,1,41195-17134-40369-57554,2110
2619,385,2959,98979,2591624,2592021,0,1,0,0,0,1,3170-58829,0
2620,5875,5380,100440,2592292,2593082,0,1,0,0,0,1,58748-55605-55586-53411,2219
